level,key,name,txnType,year,month,ym,count,unitPriceNominal,unitPriceReal2021
city,i,Chiayi City,sale,2021,6,2021-06,275,58089,58089
city,i,Chiayi City,sale,2021,7,2021-07,244,46892,46892
city,i,Chiayi City,sale,2021,8,2021-08,244,51709,51709
city,i,Chiayi City,sale,2021,9,2021-09,272,48706,48706
city,i,Chiayi City,sale,2021,10,2021-10,332,54968,54968
city,i,Chiayi City,sale,2021,11,2021-11,284,54238,54238
city,i,Chiayi City,sale,2021,12,2021-12,303,48312,48312
city,i,Chiayi City,sale,2022,1,2022-01,280,52056,50564
city,i,Chiayi City,sale,2022,2,2022-02,234,57272,55631
city,i,Chiayi City,sale,2022,3,2022-03,307,59293,57594
city,i,Chiayi City,sale,2022,4,2022-04,272,54654,53088
city,i,Chiayi City,sale,2022,5,2022-05,219,50676,49224
city,i,Chiayi City,sale,2022,6,2022-06,193,51902,50415
city,i,Chiayi City,sale,2022,7,2022-07,188,57584,55934
city,i,Chiayi City,sale,2022,8,2022-08,166,49495,48077
city,i,Chiayi City,sale,2022,9,2022-09,204,53727,52187
city,i,Chiayi City,sale,2022,10,2022-10,173,51012,49550
city,i,Chiayi City,sale,2022,11,2022-11,195,52393,50892
city,i,Chiayi City,sale,2022,12,2022-12,229,50707,49254
city,i,Chiayi City,sale,2023,1,2023-01,115,48282,45752
city,i,Chiayi City,sale,2023,2,2023-02,201,52521,49769
city,i,Chiayi City,sale,2023,3,2023-03,287,56579,53614
city,i,Chiayi City,sale,2023,4,2023-04,229,56072,53134
city,i,Chiayi City,sale,2023,5,2023-05,234,61388,58171
city,i,Chiayi City,sale,2023,6,2023-06,199,64016,60661
city,i,Chiayi City,sale,2023,7,2023-07,210,57364,54358
city,i,Chiayi City,sale,2023,8,2023-08,250,59142,56043
city,i,Chiayi City,sale,2023,9,2023-09,207,59289,56182
city,i,Chiayi City,sale,2023,10,2023-10,218,53142,50357
city,i,Chiayi City,sale,2023,11,2023-11,237,55960,53028
city,i,Chiayi City,sale,2023,12,2023-12,240,62602,59322
city,i,Chiayi City,sale,2024,1,2024-01,260,63922,59269
city,i,Chiayi City,sale,2024,2,2024-02,190,70034,64936
city,i,Chiayi City,sale,2024,3,2024-03,309,62861,58286
city,i,Chiayi City,sale,2024,4,2024-04,336,66160,61344
city,i,Chiayi City,sale,2024,5,2024-05,276,69070,64043
city,i,Chiayi City,sale,2024,6,2024-06,238,67367,62464
city,i,Chiayi City,sale,2024,7,2024-07,252,68416,63436
city,i,Chiayi City,sale,2024,8,2024-08,159,64256,59579
city,i,Chiayi City,sale,2024,9,2024-09,173,73213,67884
city,i,Chiayi City,sale,2024,10,2024-10,159,63167,58569
city,i,Chiayi City,sale,2024,11,2024-11,156,64567,59867
city,i,Chiayi City,sale,2024,12,2024-12,150,66330,61502
city,i,Chiayi City,sale,2025,1,2025-01,120,65826,59831
city,i,Chiayi City,sale,2025,2,2025-02,133,59653,54220
city,i,Chiayi City,sale,2025,3,2025-03,156,66182,60155
city,i,Chiayi City,sale,2025,4,2025-04,125,60383,54884
city,i,Chiayi City,sale,2025,5,2025-05,139,57050,51854
city,i,Chiayi City,sale,2025,6,2025-06,100,64668,58778
city,i,Chiayi City,sale,2025,7,2025-07,113,60324,54830
city,i,Chiayi City,sale,2025,8,2025-08,121,61803,56174
city,i,Chiayi City,sale,2025,9,2025-09,115,67489,61342
city,i,Chiayi City,sale,2025,10,2025-10,132,62952,57219
city,i,Chiayi City,sale,2025,11,2025-11,118,62270,56599
city,i,Chiayi City,sale,2025,12,2025-12,159,64041,58209
city,i,Chiayi City,sale,2026,1,2026-01,129,60448,54020
city,i,Chiayi City,sale,2026,2,2026-02,83,57178,51097
city,i,Chiayi City,sale,2026,3,2026-03,135,63952,57151
city,i,Chiayi City,sale,2026,4,2026-04,89,58811,52557
city,j,Hsinchu County,sale,2012,1,2012-01,5,43837,47147
city,j,Hsinchu County,sale,2012,2,2012-02,18,57622,61972
city,j,Hsinchu County,sale,2012,3,2012-03,33,65693,70653
city,j,Hsinchu County,sale,2012,4,2012-04,39,65906,70882
city,j,Hsinchu County,sale,2012,5,2012-05,62,58808,63248
city,j,Hsinchu County,sale,2012,6,2012-06,91,60426,64988
city,j,Hsinchu County,sale,2012,7,2012-07,398,45430,48860
city,j,Hsinchu County,sale,2012,8,2012-08,728,41517,44652
city,j,Hsinchu County,sale,2012,9,2012-09,664,49614,53360
city,j,Hsinchu County,sale,2012,10,2012-10,752,48578,52246
city,j,Hsinchu County,sale,2012,11,2012-11,846,48230,51871
city,j,Hsinchu County,sale,2012,12,2012-12,984,42997,46243
city,j,Hsinchu County,sale,2013,1,2013-01,715,49732,53064
city,j,Hsinchu County,sale,2013,2,2013-02,445,47621,50812
city,j,Hsinchu County,sale,2013,3,2013-03,864,45042,48060
city,j,Hsinchu County,sale,2013,4,2013-04,1042,51824,55297
city,j,Hsinchu County,sale,2013,5,2013-05,863,53039,56593
city,j,Hsinchu County,sale,2013,6,2013-06,810,53350,56925
city,j,Hsinchu County,sale,2013,7,2013-07,882,54641,58302
city,j,Hsinchu County,sale,2013,8,2013-08,761,54168,57798
city,j,Hsinchu County,sale,2013,9,2013-09,712,49590,52913
city,j,Hsinchu County,sale,2013,10,2013-10,711,49760,53094
city,j,Hsinchu County,sale,2013,11,2013-11,1127,51553,55007
city,j,Hsinchu County,sale,2013,12,2013-12,896,52657,56185
city,j,Hsinchu County,sale,2014,1,2014-01,409,50990,53764
city,j,Hsinchu County,sale,2014,2,2014-02,348,51147,53930
city,j,Hsinchu County,sale,2014,3,2014-03,919,53030,55915
city,j,Hsinchu County,sale,2014,4,2014-04,757,54490,57455
city,j,Hsinchu County,sale,2014,5,2014-05,635,51762,54578
city,j,Hsinchu County,sale,2014,6,2014-06,635,50019,52740
city,j,Hsinchu County,sale,2014,7,2014-07,588,49101,51772
city,j,Hsinchu County,sale,2014,8,2014-08,547,48640,51286
city,j,Hsinchu County,sale,2014,9,2014-09,541,49106,51778
city,j,Hsinchu County,sale,2014,10,2014-10,626,53162,56054
city,j,Hsinchu County,sale,2014,11,2014-11,931,54654,57628
city,j,Hsinchu County,sale,2014,12,2014-12,957,56909,60005
city,j,Hsinchu County,sale,2015,1,2015-01,374,49073,51902
city,j,Hsinchu County,sale,2015,2,2015-02,470,54783,57941
city,j,Hsinchu County,sale,2015,3,2015-03,801,53266,56336
city,j,Hsinchu County,sale,2015,4,2015-04,610,54397,57533
city,j,Hsinchu County,sale,2015,5,2015-05,568,50768,53694
city,j,Hsinchu County,sale,2015,6,2015-06,529,46479,49158
city,j,Hsinchu County,sale,2015,7,2015-07,648,48724,51533
city,j,Hsinchu County,sale,2015,8,2015-08,1287,42340,44781
city,j,Hsinchu County,sale,2015,9,2015-09,621,50986,53925
city,j,Hsinchu County,sale,2015,10,2015-10,719,55357,58548
city,j,Hsinchu County,sale,2015,11,2015-11,1183,46227,48892
city,j,Hsinchu County,sale,2015,12,2015-12,968,53804,56905
city,j,Hsinchu County,sale,2016,1,2016-01,410,51550,53776
city,j,Hsinchu County,sale,2016,2,2016-02,310,47086,49120
city,j,Hsinchu County,sale,2016,3,2016-03,638,51958,54202
city,j,Hsinchu County,sale,2016,4,2016-04,702,53168,55464
city,j,Hsinchu County,sale,2016,5,2016-05,681,55005,57381
city,j,Hsinchu County,sale,2016,6,2016-06,620,52141,54393
city,j,Hsinchu County,sale,2016,7,2016-07,1080,61453,64107
city,j,Hsinchu County,sale,2016,8,2016-08,845,63013,65734
city,j,Hsinchu County,sale,2016,9,2016-09,806,61110,63749
city,j,Hsinchu County,sale,2016,10,2016-10,840,66926,69816
city,j,Hsinchu County,sale,2016,11,2016-11,646,52696,54972
city,j,Hsinchu County,sale,2016,12,2016-12,1158,62815,65528
city,j,Hsinchu County,sale,2017,1,2017-01,464,52507,54440
city,j,Hsinchu County,sale,2017,2,2017-02,481,58133,60273
city,j,Hsinchu County,sale,2017,3,2017-03,776,55353,57390
city,j,Hsinchu County,sale,2017,4,2017-04,770,55876,57933
city,j,Hsinchu County,sale,2017,5,2017-05,655,56941,59037
city,j,Hsinchu County,sale,2017,6,2017-06,867,54070,56060
city,j,Hsinchu County,sale,2017,7,2017-07,923,55560,57605
city,j,Hsinchu County,sale,2017,8,2017-08,882,55210,57242
city,j,Hsinchu County,sale,2017,9,2017-09,793,55594,57640
city,j,Hsinchu County,sale,2017,10,2017-10,763,57274,59382
city,j,Hsinchu County,sale,2017,11,2017-11,976,58123,60262
city,j,Hsinchu County,sale,2017,12,2017-12,933,57100,59202
city,j,Hsinchu County,sale,2018,1,2018-01,707,57038,58351
city,j,Hsinchu County,sale,2018,2,2018-02,460,58581,59929
city,j,Hsinchu County,sale,2018,3,2018-03,856,54875,56138
city,j,Hsinchu County,sale,2018,4,2018-04,916,53668,54903
city,j,Hsinchu County,sale,2018,5,2018-05,897,60468,61860
city,j,Hsinchu County,sale,2018,6,2018-06,791,54656,55914
city,j,Hsinchu County,sale,2018,7,2018-07,812,56065,57355
city,j,Hsinchu County,sale,2018,8,2018-08,740,59571,60942
city,j,Hsinchu County,sale,2018,9,2018-09,741,58265,59606
city,j,Hsinchu County,sale,2018,10,2018-10,742,57371,58692
city,j,Hsinchu County,sale,2018,11,2018-11,862,60656,62052
city,j,Hsinchu County,sale,2018,12,2018-12,811,57240,58558
city,j,Hsinchu County,sale,2019,1,2019-01,732,56900,57884
city,j,Hsinchu County,sale,2019,2,2019-02,488,57392,58385
city,j,Hsinchu County,sale,2019,3,2019-03,957,57176,58165
city,j,Hsinchu County,sale,2019,4,2019-04,961,58569,59582
city,j,Hsinchu County,sale,2019,5,2019-05,912,57772,58771
city,j,Hsinchu County,sale,2019,6,2019-06,769,58102,59107
city,j,Hsinchu County,sale,2019,7,2019-07,805,57690,58688
city,j,Hsinchu County,sale,2019,8,2019-08,667,57008,57994
city,j,Hsinchu County,sale,2019,9,2019-09,953,59682,60714
city,j,Hsinchu County,sale,2019,10,2019-10,892,59249,60274
city,j,Hsinchu County,sale,2019,11,2019-11,930,61594,62659
city,j,Hsinchu County,sale,2019,12,2019-12,929,59053,60074
city,j,Hsinchu County,sale,2020,1,2020-01,626,59982,61162
city,j,Hsinchu County,sale,2020,2,2020-02,921,57257,58384
city,j,Hsinchu County,sale,2020,3,2020-03,902,62548,63779
city,j,Hsinchu County,sale,2020,4,2020-04,844,61248,62453
city,j,Hsinchu County,sale,2020,5,2020-05,1142,64205,65469
city,j,Hsinchu County,sale,2020,6,2020-06,1495,69602,70972
city,j,Hsinchu County,sale,2020,7,2020-07,1426,62815,64051
city,j,Hsinchu County,sale,2020,8,2020-08,1388,65194,66477
city,j,Hsinchu County,sale,2020,9,2020-09,1097,63462,64711
city,j,Hsinchu County,sale,2020,10,2020-10,1121,65424,66712
city,j,Hsinchu County,sale,2020,11,2020-11,1618,70930,72326
city,j,Hsinchu County,sale,2020,12,2020-12,1104,64555,65825
city,j,Hsinchu County,sale,2021,1,2021-01,1022,62727,62727
city,j,Hsinchu County,sale,2021,2,2021-02,610,61548,61548
city,j,Hsinchu County,sale,2021,3,2021-03,1263,67526,67526
city,j,Hsinchu County,sale,2021,4,2021-04,1268,69464,69464
city,j,Hsinchu County,sale,2021,5,2021-05,1025,68611,68611
city,j,Hsinchu County,sale,2021,6,2021-06,656,64454,64454
city,j,Hsinchu County,sale,2021,7,2021-07,765,63413,63413
city,j,Hsinchu County,sale,2021,8,2021-08,1158,78154,78154
city,j,Hsinchu County,sale,2021,9,2021-09,1928,78598,78598
city,j,Hsinchu County,sale,2021,10,2021-10,993,64738,64738
city,j,Hsinchu County,sale,2021,11,2021-11,1154,69696,69696
city,j,Hsinchu County,sale,2021,12,2021-12,965,67770,67770
city,j,Hsinchu County,sale,2022,1,2022-01,785,79254,76983
city,j,Hsinchu County,sale,2022,2,2022-02,638,82726,80356
city,j,Hsinchu County,sale,2022,3,2022-03,1135,83742,81342
city,j,Hsinchu County,sale,2022,4,2022-04,822,87165,84667
city,j,Hsinchu County,sale,2022,5,2022-05,607,77575,75352
city,j,Hsinchu County,sale,2022,6,2022-06,569,75658,73490
city,j,Hsinchu County,sale,2022,7,2022-07,724,87583,85073
city,j,Hsinchu County,sale,2022,8,2022-08,621,94914,92194
city,j,Hsinchu County,sale,2022,9,2022-09,653,95064,92340
city,j,Hsinchu County,sale,2022,10,2022-10,580,84302,81886
city,j,Hsinchu County,sale,2022,11,2022-11,568,92727,90070
city,j,Hsinchu County,sale,2022,12,2022-12,578,104656,101657
city,j,Hsinchu County,sale,2023,1,2023-01,293,90002,85286
city,j,Hsinchu County,sale,2023,2,2023-02,484,90522,85778
city,j,Hsinchu County,sale,2023,3,2023-03,757,93864,88945
city,j,Hsinchu County,sale,2023,4,2023-04,743,100156,94908
city,j,Hsinchu County,sale,2023,5,2023-05,743,98912,93729
city,j,Hsinchu County,sale,2023,6,2023-06,762,101542,96221
city,j,Hsinchu County,sale,2023,7,2023-07,736,93534,88633
city,j,Hsinchu County,sale,2023,8,2023-08,724,100148,94900
city,j,Hsinchu County,sale,2023,9,2023-09,701,102137,96785
city,j,Hsinchu County,sale,2023,10,2023-10,698,97172,92080
city,j,Hsinchu County,sale,2023,11,2023-11,788,98867,93686
city,j,Hsinchu County,sale,2023,12,2023-12,767,103425,98005
city,j,Hsinchu County,sale,2024,1,2024-01,756,101970,94548
city,j,Hsinchu County,sale,2024,2,2024-02,551,102437,94981
city,j,Hsinchu County,sale,2024,3,2024-03,1062,113147,104911
city,j,Hsinchu County,sale,2024,4,2024-04,907,109967,101963
city,j,Hsinchu County,sale,2024,5,2024-05,917,106397,98653
city,j,Hsinchu County,sale,2024,6,2024-06,813,108725,100811
city,j,Hsinchu County,sale,2024,7,2024-07,672,111487,103372
city,j,Hsinchu County,sale,2024,8,2024-08,483,102771,95291
city,j,Hsinchu County,sale,2024,9,2024-09,347,99978,92701
city,j,Hsinchu County,sale,2024,10,2024-10,353,92674,85929
city,j,Hsinchu County,sale,2024,11,2024-11,378,108300,100417
city,j,Hsinchu County,sale,2024,12,2024-12,361,94948,88037
city,j,Hsinchu County,sale,2025,1,2025-01,238,104993,95431
city,j,Hsinchu County,sale,2025,2,2025-02,258,109245,99296
city,j,Hsinchu County,sale,2025,3,2025-03,360,98437,89472
city,j,Hsinchu County,sale,2025,4,2025-04,242,86961,79041
city,j,Hsinchu County,sale,2025,5,2025-05,267,96757,87945
city,j,Hsinchu County,sale,2025,6,2025-06,291,93610,85085
city,j,Hsinchu County,sale,2025,7,2025-07,247,97324,88460
city,j,Hsinchu County,sale,2025,8,2025-08,227,105811,96174
city,j,Hsinchu County,sale,2025,9,2025-09,282,102400,93074
city,j,Hsinchu County,sale,2025,10,2025-10,266,93987,85427
city,j,Hsinchu County,sale,2025,11,2025-11,258,97300,88438
city,j,Hsinchu County,sale,2025,12,2025-12,268,98704,89715
city,j,Hsinchu County,sale,2026,1,2026-01,300,97034,86715
city,j,Hsinchu County,sale,2026,2,2026-02,150,105136,93955
city,j,Hsinchu County,sale,2026,3,2026-03,224,102098,91240
city,j,Hsinchu County,sale,2026,4,2026-04,129,99571,88982
city,k,Miaoli County,sale,2012,1,2012-01,6,39144,42099
city,k,Miaoli County,sale,2012,2,2012-02,12,38896,41833
city,k,Miaoli County,sale,2012,3,2012-03,16,40242,43280
city,k,Miaoli County,sale,2012,4,2012-04,35,37591,40429
city,k,Miaoli County,sale,2012,5,2012-05,35,37297,40113
city,k,Miaoli County,sale,2012,6,2012-06,47,36378,39125
city,k,Miaoli County,sale,2012,7,2012-07,132,32019,34436
city,k,Miaoli County,sale,2012,8,2012-08,357,32516,34971
city,k,Miaoli County,sale,2012,9,2012-09,236,30254,32538
city,k,Miaoli County,sale,2012,10,2012-10,363,32665,35131
city,k,Miaoli County,sale,2012,11,2012-11,321,31289,33651
city,k,Miaoli County,sale,2012,12,2012-12,391,32100,34524
city,k,Miaoli County,sale,2013,1,2013-01,327,33198,35423
city,k,Miaoli County,sale,2013,2,2013-02,213,35035,37383
city,k,Miaoli County,sale,2013,3,2013-03,430,35544,37926
city,k,Miaoli County,sale,2013,4,2013-04,538,35720,38114
city,k,Miaoli County,sale,2013,5,2013-05,444,34756,37085
city,k,Miaoli County,sale,2013,6,2013-06,435,35174,37531
city,k,Miaoli County,sale,2013,7,2013-07,376,32051,34199
city,k,Miaoli County,sale,2013,8,2013-08,312,33210,35435
city,k,Miaoli County,sale,2013,9,2013-09,422,35827,38228
city,k,Miaoli County,sale,2013,10,2013-10,436,35424,37798
city,k,Miaoli County,sale,2013,11,2013-11,453,34732,37059
city,k,Miaoli County,sale,2013,12,2013-12,930,37535,40050
city,k,Miaoli County,sale,2014,1,2014-01,383,39949,42123
city,k,Miaoli County,sale,2014,2,2014-02,299,35483,37414
city,k,Miaoli County,sale,2014,3,2014-03,462,33456,35276
city,k,Miaoli County,sale,2014,4,2014-04,506,35920,37874
city,k,Miaoli County,sale,2014,5,2014-05,489,35450,37379
city,k,Miaoli County,sale,2014,6,2014-06,404,37456,39494
city,k,Miaoli County,sale,2014,7,2014-07,406,36377,38356
city,k,Miaoli County,sale,2014,8,2014-08,357,39282,41419
city,k,Miaoli County,sale,2014,9,2014-09,374,36026,37986
city,k,Miaoli County,sale,2014,10,2014-10,719,35772,37718
city,k,Miaoli County,sale,2014,11,2014-11,362,40156,42341
city,k,Miaoli County,sale,2014,12,2014-12,565,35882,37834
city,k,Miaoli County,sale,2015,1,2015-01,325,37868,40051
city,k,Miaoli County,sale,2015,2,2015-02,227,43580,46092
city,k,Miaoli County,sale,2015,3,2015-03,401,38434,40649
city,k,Miaoli County,sale,2015,4,2015-04,351,38584,40808
city,k,Miaoli County,sale,2015,5,2015-05,357,40658,43002
city,k,Miaoli County,sale,2015,6,2015-06,575,45339,47952
city,k,Miaoli County,sale,2015,7,2015-07,454,44914,47503
city,k,Miaoli County,sale,2015,8,2015-08,397,39750,42041
city,k,Miaoli County,sale,2015,9,2015-09,258,38873,41114
city,k,Miaoli County,sale,2015,10,2015-10,426,43528,46037
city,k,Miaoli County,sale,2015,11,2015-11,408,39596,41878
city,k,Miaoli County,sale,2015,12,2015-12,624,40052,42361
city,k,Miaoli County,sale,2016,1,2016-01,204,37682,39309
city,k,Miaoli County,sale,2016,2,2016-02,132,42852,44703
city,k,Miaoli County,sale,2016,3,2016-03,314,39229,40923
city,k,Miaoli County,sale,2016,4,2016-04,354,41213,42993
city,k,Miaoli County,sale,2016,5,2016-05,364,40864,42629
city,k,Miaoli County,sale,2016,6,2016-06,378,40257,41996
city,k,Miaoli County,sale,2016,7,2016-07,397,40664,42420
city,k,Miaoli County,sale,2016,8,2016-08,357,44378,46295
city,k,Miaoli County,sale,2016,9,2016-09,384,38973,40656
city,k,Miaoli County,sale,2016,10,2016-10,392,38015,39657
city,k,Miaoli County,sale,2016,11,2016-11,355,40933,42701
city,k,Miaoli County,sale,2016,12,2016-12,384,42072,43889
city,k,Miaoli County,sale,2017,1,2017-01,242,43636,45242
city,k,Miaoli County,sale,2017,2,2017-02,195,43515,45117
city,k,Miaoli County,sale,2017,3,2017-03,436,43848,45462
city,k,Miaoli County,sale,2017,4,2017-04,403,44843,46494
city,k,Miaoli County,sale,2017,5,2017-05,371,42035,43582
city,k,Miaoli County,sale,2017,6,2017-06,382,41495,43022
city,k,Miaoli County,sale,2017,7,2017-07,343,42129,43680
city,k,Miaoli County,sale,2017,8,2017-08,343,42575,44142
city,k,Miaoli County,sale,2017,9,2017-09,335,41015,42525
city,k,Miaoli County,sale,2017,10,2017-10,368,41956,43500
city,k,Miaoli County,sale,2017,11,2017-11,379,42874,44452
city,k,Miaoli County,sale,2017,12,2017-12,426,42561,44128
city,k,Miaoli County,sale,2018,1,2018-01,298,41071,42016
city,k,Miaoli County,sale,2018,2,2018-02,229,45458,46504
city,k,Miaoli County,sale,2018,3,2018-03,396,42622,43603
city,k,Miaoli County,sale,2018,4,2018-04,363,41727,42687
city,k,Miaoli County,sale,2018,5,2018-05,390,41938,42903
city,k,Miaoli County,sale,2018,6,2018-06,400,40824,41764
city,k,Miaoli County,sale,2018,7,2018-07,404,41119,42065
city,k,Miaoli County,sale,2018,8,2018-08,341,42160,43130
city,k,Miaoli County,sale,2018,9,2018-09,396,43010,44000
city,k,Miaoli County,sale,2018,10,2018-10,410,41926,42891
city,k,Miaoli County,sale,2018,11,2018-11,337,43101,44093
city,k,Miaoli County,sale,2018,12,2018-12,364,43280,44276
city,k,Miaoli County,sale,2019,1,2019-01,422,42304,43036
city,k,Miaoli County,sale,2019,2,2019-02,271,43652,44407
city,k,Miaoli County,sale,2019,3,2019-03,445,43138,43884
city,k,Miaoli County,sale,2019,4,2019-04,436,40412,41111
city,k,Miaoli County,sale,2019,5,2019-05,387,41834,42557
city,k,Miaoli County,sale,2019,6,2019-06,374,41586,42305
city,k,Miaoli County,sale,2019,7,2019-07,413,42260,42991
city,k,Miaoli County,sale,2019,8,2019-08,336,43294,44043
city,k,Miaoli County,sale,2019,9,2019-09,492,43789,44546
city,k,Miaoli County,sale,2019,10,2019-10,409,43025,43769
city,k,Miaoli County,sale,2019,11,2019-11,416,42019,42746
city,k,Miaoli County,sale,2019,12,2019-12,410,43543,44296
city,k,Miaoli County,sale,2020,1,2020-01,321,45238,46128
city,k,Miaoli County,sale,2020,2,2020-02,332,41228,42039
city,k,Miaoli County,sale,2020,3,2020-03,459,44599,45477
city,k,Miaoli County,sale,2020,4,2020-04,411,43880,44744
city,k,Miaoli County,sale,2020,5,2020-05,507,45380,46273
city,k,Miaoli County,sale,2020,6,2020-06,569,45599,46496
city,k,Miaoli County,sale,2020,7,2020-07,610,45550,46446
city,k,Miaoli County,sale,2020,8,2020-08,669,45911,46815
city,k,Miaoli County,sale,2020,9,2020-09,695,47390,48323
city,k,Miaoli County,sale,2020,10,2020-10,621,46611,47528
city,k,Miaoli County,sale,2020,11,2020-11,671,48332,49283
city,k,Miaoli County,sale,2020,12,2020-12,715,48456,49410
city,k,Miaoli County,sale,2021,1,2021-01,517,48086,48086
city,k,Miaoli County,sale,2021,2,2021-02,431,50550,50550
city,k,Miaoli County,sale,2021,3,2021-03,911,49647,49647
city,k,Miaoli County,sale,2021,4,2021-04,705,50064,50064
city,k,Miaoli County,sale,2021,5,2021-05,633,49402,49402
city,k,Miaoli County,sale,2021,6,2021-06,389,50338,50338
city,k,Miaoli County,sale,2021,7,2021-07,527,48403,48403
city,k,Miaoli County,sale,2021,8,2021-08,565,51917,51917
city,k,Miaoli County,sale,2021,9,2021-09,739,53043,53043
city,k,Miaoli County,sale,2021,10,2021-10,652,52218,52218
city,k,Miaoli County,sale,2021,11,2021-11,794,52890,52890
city,k,Miaoli County,sale,2021,12,2021-12,787,55211,55211
city,k,Miaoli County,sale,2022,1,2022-01,587,56530,54910
city,k,Miaoli County,sale,2022,2,2022-02,542,58016,56354
city,k,Miaoli County,sale,2022,3,2022-03,719,58478,56802
city,k,Miaoli County,sale,2022,4,2022-04,529,55521,53930
city,k,Miaoli County,sale,2022,5,2022-05,521,56056,54450
city,k,Miaoli County,sale,2022,6,2022-06,480,57298,55656
city,k,Miaoli County,sale,2022,7,2022-07,501,61912,60138
city,k,Miaoli County,sale,2022,8,2022-08,412,60759,59018
city,k,Miaoli County,sale,2022,9,2022-09,520,61770,60000
city,k,Miaoli County,sale,2022,10,2022-10,467,62018,60241
city,k,Miaoli County,sale,2022,11,2022-11,417,56628,55005
