level,key,name,txnType,year,month,ym,count,unitPriceNominal,unitPriceReal2021
region,4,Eastern Taiwan,sale,2023,1,2023-01,179,60705,57524
region,4,Eastern Taiwan,sale,2023,2,2023-02,272,55210,52317
region,4,Eastern Taiwan,sale,2023,3,2023-03,346,56472,53513
region,4,Eastern Taiwan,sale,2023,4,2023-04,315,57297,54295
region,4,Eastern Taiwan,sale,2023,5,2023-05,348,57553,54537
region,4,Eastern Taiwan,sale,2023,6,2023-06,342,62694,59409
region,4,Eastern Taiwan,sale,2023,7,2023-07,308,58816,55734
region,4,Eastern Taiwan,sale,2023,8,2023-08,343,59297,56190
region,4,Eastern Taiwan,sale,2023,9,2023-09,314,58062,55019
region,4,Eastern Taiwan,sale,2023,10,2023-10,310,59944,56803
region,4,Eastern Taiwan,sale,2023,11,2023-11,388,59291,56184
region,4,Eastern Taiwan,sale,2023,12,2023-12,381,63604,60271
region,4,Eastern Taiwan,sale,2024,1,2024-01,351,60533,56127
region,4,Eastern Taiwan,sale,2024,2,2024-02,263,61633,57147
region,4,Eastern Taiwan,sale,2024,3,2024-03,412,62796,58225
region,4,Eastern Taiwan,sale,2024,4,2024-04,287,63619,58988
region,4,Eastern Taiwan,sale,2024,5,2024-05,297,65476,60710
region,4,Eastern Taiwan,sale,2024,6,2024-06,331,61605,57121
region,4,Eastern Taiwan,sale,2024,7,2024-07,306,63860,59212
region,4,Eastern Taiwan,sale,2024,8,2024-08,262,61984,57472
region,4,Eastern Taiwan,sale,2024,9,2024-09,248,66276,61452
region,4,Eastern Taiwan,sale,2024,10,2024-10,241,65784,60996
region,4,Eastern Taiwan,sale,2024,11,2024-11,213,60055,55684
region,4,Eastern Taiwan,sale,2024,12,2024-12,259,62392,57851
region,4,Eastern Taiwan,sale,2025,1,2025-01,158,62626,56922
region,4,Eastern Taiwan,sale,2025,2,2025-02,193,54985,49977
region,4,Eastern Taiwan,sale,2025,3,2025-03,263,60718,55188
region,4,Eastern Taiwan,sale,2025,4,2025-04,193,59910,54454
region,4,Eastern Taiwan,sale,2025,5,2025-05,180,59174,53785
region,4,Eastern Taiwan,sale,2025,6,2025-06,216,58299,52989
region,4,Eastern Taiwan,sale,2025,7,2025-07,188,59400,53990
region,4,Eastern Taiwan,sale,2025,8,2025-08,172,55868,50780
region,4,Eastern Taiwan,sale,2025,9,2025-09,183,55040,50027
region,4,Eastern Taiwan,sale,2025,10,2025-10,197,58947,53578
region,4,Eastern Taiwan,sale,2025,11,2025-11,186,57852,52583
region,4,Eastern Taiwan,sale,2025,12,2025-12,229,57036,51841
region,4,Eastern Taiwan,sale,2026,1,2026-01,206,58388,52179
region,4,Eastern Taiwan,sale,2026,2,2026-02,116,56753,50718
region,4,Eastern Taiwan,sale,2026,3,2026-03,161,58272,52075
region,4,Eastern Taiwan,sale,2026,4,2026-04,150,58765,52516
region,5,Outlying Islands,sale,2012,2,2012-02,1,,
region,5,Outlying Islands,sale,2012,3,2012-03,1,26319,28306
region,5,Outlying Islands,sale,2012,6,2012-06,2,27884,29989
region,5,Outlying Islands,sale,2012,7,2012-07,7,28025,30141
region,5,Outlying Islands,sale,2012,8,2012-08,18,38692,41613
region,5,Outlying Islands,sale,2012,9,2012-09,25,29283,31494
region,5,Outlying Islands,sale,2012,10,2012-10,44,36436,39187
region,5,Outlying Islands,sale,2012,11,2012-11,35,35796,38499
region,5,Outlying Islands,sale,2012,12,2012-12,144,27384,29451
region,5,Outlying Islands,sale,2013,1,2013-01,59,47245,50411
region,5,Outlying Islands,sale,2013,2,2013-02,37,45038,48056
region,5,Outlying Islands,sale,2013,3,2013-03,47,40230,42926
region,5,Outlying Islands,sale,2013,4,2013-04,57,43181,46074
region,5,Outlying Islands,sale,2013,5,2013-05,70,47137,50296
region,5,Outlying Islands,sale,2013,6,2013-06,44,48378,51620
region,5,Outlying Islands,sale,2013,7,2013-07,35,36580,39031
region,5,Outlying Islands,sale,2013,8,2013-08,29,32828,35028
region,5,Outlying Islands,sale,2013,9,2013-09,47,44531,47515
region,5,Outlying Islands,sale,2013,10,2013-10,36,40073,42758
region,5,Outlying Islands,sale,2013,11,2013-11,46,40790,43523
region,5,Outlying Islands,sale,2013,12,2013-12,146,42828,45698
region,5,Outlying Islands,sale,2014,1,2014-01,11,54703,57679
region,5,Outlying Islands,sale,2014,2,2014-02,39,46171,48683
region,5,Outlying Islands,sale,2014,3,2014-03,52,42464,44774
region,5,Outlying Islands,sale,2014,4,2014-04,45,47712,50308
region,5,Outlying Islands,sale,2014,5,2014-05,43,51082,53861
region,5,Outlying Islands,sale,2014,6,2014-06,38,35827,37776
region,5,Outlying Islands,sale,2014,7,2014-07,52,45151,47608
region,5,Outlying Islands,sale,2014,8,2014-08,36,32254,34009
region,5,Outlying Islands,sale,2014,9,2014-09,47,36551,38540
region,5,Outlying Islands,sale,2014,10,2014-10,45,41087,43322
region,5,Outlying Islands,sale,2014,11,2014-11,52,46512,49043
region,5,Outlying Islands,sale,2014,12,2014-12,100,39006,41128
region,5,Outlying Islands,sale,2015,1,2015-01,51,55759,58973
region,5,Outlying Islands,sale,2015,2,2015-02,28,62474,66075
region,5,Outlying Islands,sale,2015,3,2015-03,56,55875,59096
region,5,Outlying Islands,sale,2015,4,2015-04,36,41898,44313
region,5,Outlying Islands,sale,2015,5,2015-05,44,44002,46538
region,5,Outlying Islands,sale,2015,6,2015-06,104,59891,63343
region,5,Outlying Islands,sale,2015,7,2015-07,64,54191,57315
region,5,Outlying Islands,sale,2015,8,2015-08,48,52340,55357
region,5,Outlying Islands,sale,2015,9,2015-09,68,51424,54388
region,5,Outlying Islands,sale,2015,10,2015-10,63,49761,52629
region,5,Outlying Islands,sale,2015,11,2015-11,74,46890,49593
region,5,Outlying Islands,sale,2015,12,2015-12,163,45708,48343
region,5,Outlying Islands,sale,2016,1,2016-01,27,50035,52196
region,5,Outlying Islands,sale,2016,2,2016-02,87,62423,65119
region,5,Outlying Islands,sale,2016,3,2016-03,54,62261,64950
region,5,Outlying Islands,sale,2016,4,2016-04,87,57921,60422
region,5,Outlying Islands,sale,2016,5,2016-05,86,53686,56005
region,5,Outlying Islands,sale,2016,6,2016-06,57,51633,53863
region,5,Outlying Islands,sale,2016,7,2016-07,55,51141,53350
region,5,Outlying Islands,sale,2016,8,2016-08,45,49128,51250
region,5,Outlying Islands,sale,2016,9,2016-09,55,44300,46213
region,5,Outlying Islands,sale,2016,10,2016-10,46,54210,56551
region,5,Outlying Islands,sale,2016,11,2016-11,54,57174,59643
region,5,Outlying Islands,sale,2016,12,2016-12,102,43826,45719
region,5,Outlying Islands,sale,2017,1,2017-01,40,56474,58553
region,5,Outlying Islands,sale,2017,2,2017-02,42,53236,55195
region,5,Outlying Islands,sale,2017,3,2017-03,57,56000,58061
region,5,Outlying Islands,sale,2017,4,2017-04,90,49473,51294
region,5,Outlying Islands,sale,2017,5,2017-05,106,55428,57468
region,5,Outlying Islands,sale,2017,6,2017-06,80,58378,60527
region,5,Outlying Islands,sale,2017,7,2017-07,68,49380,51198
region,5,Outlying Islands,sale,2017,8,2017-08,64,56806,58897
region,5,Outlying Islands,sale,2017,9,2017-09,78,59556,61748
region,5,Outlying Islands,sale,2017,10,2017-10,64,53616,55589
region,5,Outlying Islands,sale,2017,11,2017-11,83,58426,60576
region,5,Outlying Islands,sale,2017,12,2017-12,111,52753,54695
region,5,Outlying Islands,sale,2018,1,2018-01,59,55083,56351
region,5,Outlying Islands,sale,2018,2,2018-02,36,45852,46907
region,5,Outlying Islands,sale,2018,3,2018-03,82,48102,49209
region,5,Outlying Islands,sale,2018,4,2018-04,79,54318,55568
region,5,Outlying Islands,sale,2018,5,2018-05,80,58600,59949
region,5,Outlying Islands,sale,2018,6,2018-06,48,47127,48212
region,5,Outlying Islands,sale,2018,7,2018-07,109,39381,40287
region,5,Outlying Islands,sale,2018,8,2018-08,167,56003,57292
region,5,Outlying Islands,sale,2018,9,2018-09,62,53562,54795
region,5,Outlying Islands,sale,2018,10,2018-10,68,48491,49607
region,5,Outlying Islands,sale,2018,11,2018-11,60,43956,44968
region,5,Outlying Islands,sale,2018,12,2018-12,87,57961,59295
region,5,Outlying Islands,sale,2019,1,2019-01,61,46813,47623
region,5,Outlying Islands,sale,2019,2,2019-02,44,50264,51133
region,5,Outlying Islands,sale,2019,3,2019-03,76,56421,57397
region,5,Outlying Islands,sale,2019,4,2019-04,74,46491,47295
region,5,Outlying Islands,sale,2019,5,2019-05,72,55464,56423
region,5,Outlying Islands,sale,2019,6,2019-06,127,49510,50366
region,5,Outlying Islands,sale,2019,7,2019-07,64,62294,63371
region,5,Outlying Islands,sale,2019,8,2019-08,54,56272,57245
region,5,Outlying Islands,sale,2019,9,2019-09,74,48432,49270
region,5,Outlying Islands,sale,2019,10,2019-10,87,55860,56826
region,5,Outlying Islands,sale,2019,11,2019-11,66,53415,54339
region,5,Outlying Islands,sale,2019,12,2019-12,92,53326,54248
region,5,Outlying Islands,sale,2020,1,2020-01,40,50641,51638
region,5,Outlying Islands,sale,2020,2,2020-02,64,55860,56959
region,5,Outlying Islands,sale,2020,3,2020-03,75,55325,56414
region,5,Outlying Islands,sale,2020,4,2020-04,72,59788,60965
region,5,Outlying Islands,sale,2020,5,2020-05,63,54066,55130
region,5,Outlying Islands,sale,2020,6,2020-06,59,57355,58484
region,5,Outlying Islands,sale,2020,7,2020-07,93,49622,50599
region,5,Outlying Islands,sale,2020,8,2020-08,75,50532,51526
region,5,Outlying Islands,sale,2020,9,2020-09,93,55077,56161
region,5,Outlying Islands,sale,2020,10,2020-10,128,52266,53295
region,5,Outlying Islands,sale,2020,11,2020-11,65,54529,55602
region,5,Outlying Islands,sale,2020,12,2020-12,100,54920,56001
region,5,Outlying Islands,sale,2021,1,2021-01,81,59624,59624
region,5,Outlying Islands,sale,2021,2,2021-02,33,60201,60201
region,5,Outlying Islands,sale,2021,3,2021-03,109,53092,53092
region,5,Outlying Islands,sale,2021,4,2021-04,97,58427,58427
region,5,Outlying Islands,sale,2021,5,2021-05,86,54376,54376
region,5,Outlying Islands,sale,2021,6,2021-06,89,54419,54419
region,5,Outlying Islands,sale,2021,7,2021-07,82,62364,62364
region,5,Outlying Islands,sale,2021,8,2021-08,74,56899,56899
region,5,Outlying Islands,sale,2021,9,2021-09,108,54495,54495
region,5,Outlying Islands,sale,2021,10,2021-10,79,57824,57824
region,5,Outlying Islands,sale,2021,11,2021-11,113,57989,57989
region,5,Outlying Islands,sale,2021,12,2021-12,109,57603,57603
region,5,Outlying Islands,sale,2022,1,2022-01,59,60898,59153
region,5,Outlying Islands,sale,2022,2,2022-02,61,55355,53769
region,5,Outlying Islands,sale,2022,3,2022-03,101,56577,54956
region,5,Outlying Islands,sale,2022,4,2022-04,69,60356,58627
region,5,Outlying Islands,sale,2022,5,2022-05,75,56935,55304
region,5,Outlying Islands,sale,2022,6,2022-06,66,60752,59011
region,5,Outlying Islands,sale,2022,7,2022-07,79,51802,50318
region,5,Outlying Islands,sale,2022,8,2022-08,73,59434,57731
region,5,Outlying Islands,sale,2022,9,2022-09,75,59515,57810
region,5,Outlying Islands,sale,2022,10,2022-10,92,55621,54027
region,5,Outlying Islands,sale,2022,11,2022-11,79,61983,60207
region,5,Outlying Islands,sale,2022,12,2022-12,88,62013,60236
region,5,Outlying Islands,sale,2023,1,2023-01,49,65087,61676
region,5,Outlying Islands,sale,2023,2,2023-02,54,60560,57387
region,5,Outlying Islands,sale,2023,3,2023-03,99,59265,56159
region,5,Outlying Islands,sale,2023,4,2023-04,67,61491,58269
region,5,Outlying Islands,sale,2023,5,2023-05,98,66526,63040
region,5,Outlying Islands,sale,2023,6,2023-06,63,64743,61350
region,5,Outlying Islands,sale,2023,7,2023-07,55,64568,61184
region,5,Outlying Islands,sale,2023,8,2023-08,76,58706,55630
region,5,Outlying Islands,sale,2023,9,2023-09,53,62437,59165
region,5,Outlying Islands,sale,2023,10,2023-10,84,68657,65059
region,5,Outlying Islands,sale,2023,11,2023-11,100,64797,61401
region,5,Outlying Islands,sale,2023,12,2023-12,119,61463,58242
region,5,Outlying Islands,sale,2024,1,2024-01,113,68076,63121
region,5,Outlying Islands,sale,2024,2,2024-02,74,62494,57945
region,5,Outlying Islands,sale,2024,3,2024-03,86,64201,59528
region,5,Outlying Islands,sale,2024,4,2024-04,73,70659,65516
region,5,Outlying Islands,sale,2024,5,2024-05,76,65950,61150
region,5,Outlying Islands,sale,2024,6,2024-06,81,63238,58635
region,5,Outlying Islands,sale,2024,7,2024-07,71,66990,62114
region,5,Outlying Islands,sale,2024,8,2024-08,58,66297,61471
region,5,Outlying Islands,sale,2024,9,2024-09,80,59038,54741
region,5,Outlying Islands,sale,2024,10,2024-10,59,62596,58040
region,5,Outlying Islands,sale,2024,11,2024-11,63,68436,63455
region,5,Outlying Islands,sale,2024,12,2024-12,84,66890,62021
region,5,Outlying Islands,sale,2025,1,2025-01,51,63216,57459
region,5,Outlying Islands,sale,2025,2,2025-02,50,59172,53783
region,5,Outlying Islands,sale,2025,3,2025-03,97,64879,58970
region,5,Outlying Islands,sale,2025,4,2025-04,68,67774,61602
region,5,Outlying Islands,sale,2025,5,2025-05,66,59160,53772
region,5,Outlying Islands,sale,2025,6,2025-06,65,66803,60719
region,5,Outlying Islands,sale,2025,7,2025-07,44,60425,54922
region,5,Outlying Islands,sale,2025,8,2025-08,66,63090,57344
region,5,Outlying Islands,sale,2025,9,2025-09,50,67331,61199
region,5,Outlying Islands,sale,2025,10,2025-10,57,56358,51225
region,5,Outlying Islands,sale,2025,11,2025-11,56,54685,49705
region,5,Outlying Islands,sale,2025,12,2025-12,70,56390,51254
region,5,Outlying Islands,sale,2026,1,2026-01,50,70699,63181
region,5,Outlying Islands,sale,2026,2,2026-02,27,67206,60059
region,5,Outlying Islands,sale,2026,3,2026-03,41,70513,63014
region,5,Outlying Islands,sale,2026,4,2026-04,41,59804,53444
city,a,Taipei City,sale,2012,1,2012-01,43,189723,204047
city,a,Taipei City,sale,2012,2,2012-02,58,218208,234683
city,a,Taipei City,sale,2012,3,2012-03,137,216553,232903
city,a,Taipei City,sale,2012,4,2012-04,218,232780,250355
city,a,Taipei City,sale,2012,5,2012-05,189,239005,257050
city,a,Taipei City,sale,2012,6,2012-06,194,195128,209860
city,a,Taipei City,sale,2012,7,2012-07,918,160325,172430
city,a,Taipei City,sale,2012,8,2012-08,1635,157366,169247
city,a,Taipei City,sale,2012,9,2012-09,1661,163207,175529
city,a,Taipei City,sale,2012,10,2012-10,2252,168012,180697
city,a,Taipei City,sale,2012,11,2012-11,2066,157144,169008
city,a,Taipei City,sale,2012,12,2012-12,2908,156380,168187
city,a,Taipei City,sale,2013,1,2013-01,1783,171930,183451
city,a,Taipei City,sale,2013,2,2013-02,1432,167004,178195
city,a,Taipei City,sale,2013,3,2013-03,2628,170692,182130
city,a,Taipei City,sale,2013,4,2013-04,2884,175586,187352
city,a,Taipei City,sale,2013,5,2013-05,3045,175558,187322
city,a,Taipei City,sale,2013,6,2013-06,2704,169434,180787
city,a,Taipei City,sale,2013,7,2013-07,2328,174613,186313
city,a,Taipei City,sale,2013,8,2013-08,2139,170228,181635
city,a,Taipei City,sale,2013,9,2013-09,2340,170702,182140
city,a,Taipei City,sale,2013,10,2013-10,2456,174320,186001
city,a,Taipei City,sale,2013,11,2013-11,2401,175916,187704
city,a,Taipei City,sale,2013,12,2013-12,3238,171711,183217
city,a,Taipei City,sale,2014,1,2014-01,1699,175418,184962
city,a,Taipei City,sale,2014,2,2014-02,1291,180060,189857
city,a,Taipei City,sale,2014,3,2014-03,2257,178518,188231
city,a,Taipei City,sale,2014,4,2014-04,2563,170333,179600
city,a,Taipei City,sale,2014,5,2014-05,1929,187951,198177
city,a,Taipei City,sale,2014,6,2014-06,1737,179714,189492
city,a,Taipei City,sale,2014,7,2014-07,1890,173228,182653
city,a,Taipei City,sale,2014,8,2014-08,1585,176189,185775
city,a,Taipei City,sale,2014,9,2014-09,1665,173825,183282
city,a,Taipei City,sale,2014,10,2014-10,1877,178794,188522
city,a,Taipei City,sale,2014,11,2014-11,1844,181720,191607
city,a,Taipei City,sale,2014,12,2014-12,2487,170576,179857
city,a,Taipei City,sale,2015,1,2015-01,1269,178748,189051
city,a,Taipei City,sale,2015,2,2015-02,833,181466,191926
city,a,Taipei City,sale,2015,3,2015-03,1595,181625,192094
city,a,Taipei City,sale,2015,4,2015-04,1599,178104,188370
city,a,Taipei City,sale,2015,5,2015-05,1482,181309,191760
city,a,Taipei City,sale,2015,6,2015-06,1396,175348,185455
city,a,Taipei City,sale,2015,7,2015-07,1447,171020,180878
city,a,Taipei City,sale,2015,8,2015-08,1262,168719,178444
city,a,Taipei City,sale,2015,9,2015-09,1448,168541,178256
city,a,Taipei City,sale,2015,10,2015-10,1843,158617,167760
city,a,Taipei City,sale,2015,11,2015-11,2085,162460,171824
city,a,Taipei City,sale,2015,12,2015-12,2227,166576,176178
city,a,Taipei City,sale,2016,1,2016-01,941,166949,174159
city,a,Taipei City,sale,2016,2,2016-02,550,168034,175291
city,a,Taipei City,sale,2016,3,2016-03,1143,169683,177011
city,a,Taipei City,sale,2016,4,2016-04,1552,163119,170164
city,a,Taipei City,sale,2016,5,2016-05,1839,191129,199383
city,a,Taipei City,sale,2016,6,2016-06,1436,170992,178377
city,a,Taipei City,sale,2016,7,2016-07,1361,170862,178241
city,a,Taipei City,sale,2016,8,2016-08,1325,172101,179534
city,a,Taipei City,sale,2016,9,2016-09,1175,162310,169320
city,a,Taipei City,sale,2016,10,2016-10,1269,167934,175187
city,a,Taipei City,sale,2016,11,2016-11,1415,168625,175908
city,a,Taipei City,sale,2016,12,2016-12,1665,163787,170861
city,a,Taipei City,sale,2017,1,2017-01,1074,169404,175639
city,a,Taipei City,sale,2017,2,2017-02,1067,166012,172122
city,a,Taipei City,sale,2017,3,2017-03,1575,173517,179904
city,a,Taipei City,sale,2017,4,2017-04,1497,169500,175739
city,a,Taipei City,sale,2017,5,2017-05,1486,170396,176668
city,a,Taipei City,sale,2017,6,2017-06,1486,171613,177929
city,a,Taipei City,sale,2017,7,2017-07,1489,173232,179608
city,a,Taipei City,sale,2017,8,2017-08,1481,174479,180901
city,a,Taipei City,sale,2017,9,2017-09,1337,175000,181441
city,a,Taipei City,sale,2017,10,2017-10,1578,179032,185622
city,a,Taipei City,sale,2017,11,2017-11,2021,148278,153736
city,a,Taipei City,sale,2017,12,2017-12,1691,169018,175239
city,a,Taipei City,sale,2018,1,2018-01,1583,172974,176955
city,a,Taipei City,sale,2018,2,2018-02,909,173876,177878
city,a,Taipei City,sale,2018,3,2018-03,1835,179551,183684
city,a,Taipei City,sale,2018,4,2018-04,1790,175269,179303
city,a,Taipei City,sale,2018,5,2018-05,1841,178779,182894
city,a,Taipei City,sale,2018,6,2018-06,1760,173697,177695
city,a,Taipei City,sale,2018,7,2018-07,1728,177781,181873
city,a,Taipei City,sale,2018,8,2018-08,1605,173834,177835
city,a,Taipei City,sale,2018,9,2018-09,1481,174662,178682
city,a,Taipei City,sale,2018,10,2018-10,1701,170866,174799
city,a,Taipei City,sale,2018,11,2018-11,1570,181202,185373
city,a,Taipei City,sale,2018,12,2018-12,1738,177535,181621
city,a,Taipei City,sale,2019,1,2019-01,1669,174582,177601
city,a,Taipei City,sale,2019,2,2019-02,1016,182335,185488
city,a,Taipei City,sale,2019,3,2019-03,1973,180316,183434
city,a,Taipei City,sale,2019,4,2019-04,1939,180913,184042
city,a,Taipei City,sale,2019,5,2019-05,2021,178557,181645
city,a,Taipei City,sale,2019,6,2019-06,2067,177550,180621
city,a,Taipei City,sale,2019,7,2019-07,2080,184463,187653
city,a,Taipei City,sale,2019,8,2019-08,1752,185914,189129
city,a,Taipei City,sale,2019,9,2019-09,1957,185542,188751
city,a,Taipei City,sale,2019,10,2019-10,2018,188027,191279
city,a,Taipei City,sale,2019,11,2019-11,2053,183262,186431
city,a,Taipei City,sale,2019,12,2019-12,2231,181978,185125
city,a,Taipei City,sale,2020,1,2020-01,1452,182583,186176
city,a,Taipei City,sale,2020,2,2020-02,1616,182067,185650
city,a,Taipei City,sale,2020,3,2020-03,1799,179786,183324
city,a,Taipei City,sale,2020,4,2020-04,1675,179936,183477
city,a,Taipei City,sale,2020,5,2020-05,2155,188710,192424
city,a,Taipei City,sale,2020,6,2020-06,2378,189070,192791
city,a,Taipei City,sale,2020,7,2020-07,2713,194417,198243
city,a,Taipei City,sale,2020,8,2020-08,2573,199628,203557
city,a,Taipei City,sale,2020,9,2020-09,2280,195286,199129
city,a,Taipei City,sale,2020,10,2020-10,2389,196535,200403
city,a,Taipei City,sale,2020,11,2020-11,2376,192726,196519
city,a,Taipei City,sale,2020,12,2020-12,2534,195826,199680
city,a,Taipei City,sale,2021,1,2021-01,2123,196589,196589
city,a,Taipei City,sale,2021,2,2021-02,1472,196451,196451
city,a,Taipei City,sale,2021,3,2021-03,2572,197208,197208
city,a,Taipei City,sale,2021,4,2021-04,2625,201779,201779
city,a,Taipei City,sale,2021,5,2021-05,1882,197950,197950
city,a,Taipei City,sale,2021,6,2021-06,1163,193504,193504
city,a,Taipei City,sale,2021,7,2021-07,1708,199188,199188
city,a,Taipei City,sale,2021,8,2021-08,1967,201461,201461
city,a,Taipei City,sale,2021,9,2021-09,2213,206253,206253
city,a,Taipei City,sale,2021,10,2021-10,2320,205386,205386
city,a,Taipei City,sale,2021,11,2021-11,2389,204626,204626
city,a,Taipei City,sale,2021,12,2021-12,2259,202745,202745
city,a,Taipei City,sale,2022,1,2022-01,1769,206722,200798
city,a,Taipei City,sale,2022,2,2022-02,1443,211244,205191
city,a,Taipei City,sale,2022,3,2022-03,2309,208756,202774
city,a,Taipei City,sale,2022,4,2022-04,1724,204866,198996
city,a,Taipei City,sale,2022,5,2022-05,1459,204408,198551
city,a,Taipei City,sale,2022,6,2022-06,1637,212662,206568
city,a,Taipei City,sale,2022,7,2022-07,1578,203454,197624
city,a,Taipei City,sale,2022,8,2022-08,1349,203404,197576
city,a,Taipei City,sale,2022,9,2022-09,1457,203677,197841
city,a,Taipei City,sale,2022,10,2022-10,1409,202776,196966
city,a,Taipei City,sale,2022,11,2022-11,1412,203394,197566
city,a,Taipei City,sale,2022,12,2022-12,1580,197984,192311
city,a,Taipei City,sale,2023,1,2023-01,967,199233,188793
city,a,Taipei City,sale,2023,2,2023-02,1333,199380,188932
city,a,Taipei City,sale,2023,3,2023-03,1753,204320,193613
city,a,Taipei City,sale,2023,4,2023-04,1588,209000,198048
city,a,Taipei City,sale,2023,5,2023-05,1735,206722,195889
city,a,Taipei City,sale,2023,6,2023-06,1699,212746,201598
city,a,Taipei City,sale,2023,7,2023-07,1684,206221,195415
city,a,Taipei City,sale,2023,8,2023-08,1620,208624,197692
city,a,Taipei City,sale,2023,9,2023-09,1587,214164,202941
city,a,Taipei City,sale,2023,10,2023-10,1786,214845,203587
city,a,Taipei City,sale,2023,11,2023-11,1783,212143,201026
city,a,Taipei City,sale,2023,12,2023-12,1939,207523,196648
city,a,Taipei City,sale,2024,1,2024-01,1857,214281,198684
city,a,Taipei City,sale,2024,2,2024-02,1410,219710,203718
city,a,Taipei City,sale,2024,3,2024-03,2226,217669,201826
city,a,Taipei City,sale,2024,4,2024-04,1949,223384,207125
city,a,Taipei City,sale,2024,5,2024-05,2283,227839,211255
city,a,Taipei City,sale,2024,6,2024-06,1968,230524,213745
city,a,Taipei City,sale,2024,7,2024-07,1845,234131,217089
city,a,Taipei City,sale,2024,8,2024-08,1440,226107,209650
city,a,Taipei City,sale,2024,9,2024-09,1216,225566,209148
city,a,Taipei City,sale,2024,10,2024-10,1142,225863,209423
city,a,Taipei City,sale,2024,11,2024-11,1267,218180,202299
city,a,Taipei City,sale,2024,12,2024-12,1448,217191,201382
city,a,Taipei City,sale,2025,1,2025-01,997,231494,210411
city,a,Taipei City,sale,2025,2,2025-02,989,227428,206715
city,a,Taipei City,sale,2025,3,2025-03,1434,229865,208930
city,a,Taipei City,sale,2025,4,2025-04,1161,226841,206182
city,a,Taipei City,sale,2025,5,2025-05,1253,224849,204371
city,a,Taipei City,sale,2025,6,2025-06,1224,222714,202430
city,a,Taipei City,sale,2025,7,2025-07,1057,228279,207489
city,a,Taipei City,sale,2025,8,2025-08,1149,227170,206481
city,a,Taipei City,sale,2025,9,2025-09,1077,231758,210651
city,a,Taipei City,sale,2025,10,2025-10,1115,232159,211015
city,a,Taipei City,sale,2025,11,2025-11,1158,226518,205888
city,a,Taipei City,sale,2025,12,2025-12,1311,228451,207645
city,a,Taipei City,sale,2026,1,2026-01,1213,226717,202607
city,a,Taipei City,sale,2026,2,2026-02,646,234213,209306
city,a,Taipei City,sale,2026,3,2026-03,995,228167,203903
city,a,Taipei City,sale,2026,4,2026-04,575,232912,208143
city,b,Taichung City,sale,2012,1,2012-01,127,39562,42549
city,b,Taichung City,sale,2012,2,2012-02,222,43635,46929
city,b,Taichung City,sale,2012,3,2012-03,471,47880,51495
city,b,Taichung City,sale,2012,4,2012-04,553,46642,50163
city,b,Taichung City,sale,2012,5,2012-05,586,50093,53875
city,b,Taichung City,sale,2012,6,2012-06,461,50054,53833
city,b,Taichung City,sale,2012,7,2012-07,2031,38233,41120
city,b,Taichung City,sale,2012,8,2012-08,2830,40569,43632
city,b,Taichung City,sale,2012,9,2012-09,3307,41626,44769
city,b,Taichung City,sale,2012,10,2012-10,3811,41903,45067
city,b,Taichung City,sale,2012,11,2012-11,3293,41864,45025
city,b,Taichung City,sale,2012,12,2012-12,4251,44192,47529
city,b,Taichung City,sale,2013,1,2013-01,3200,42761,45626
city,b,Taichung City,sale,2013,2,2013-02,2452,44615,47605
city,b,Taichung City,sale,2013,3,2013-03,4373,45497,48546
city,b,Taichung City,sale,2013,4,2013-04,4094,45508,48557
city,b,Taichung City,sale,2013,5,2013-05,4298,46914,50058
city,b,Taichung City,sale,2013,6,2013-06,4082,46488,49603
city,b,Taichung City,sale,2013,7,2013-07,4036,45684,48745
city,b,Taichung City,sale,2013,8,2013-08,4263,47284,50452
city,b,Taichung City,sale,2013,9,2013-09,3748,47418,50595
city,b,Taichung City,sale,2013,10,2013-10,4339,47565,50752
city,b,Taichung City,sale,2013,11,2013-11,4048,49476,52791
city,b,Taichung City,sale,2013,12,2013-12,4610,47713,50910
city,b,Taichung City,sale,2014,1,2014-01,2813,49964,52682
city,b,Taichung City,sale,2014,2,2014-02,2711,47857,50461
city,b,Taichung City,sale,2014,3,2014-03,4243,51060,53838
city,b,Taichung City,sale,2014,4,2014-04,4049,51525,54328
city,b,Taichung City,sale,2014,5,2014-05,3327,52472,55327
city,b,Taichung City,sale,2014,6,2014-06,3662,52036,54867
city,b,Taichung City,sale,2014,7,2014-07,3147,49635,52336
city,b,Taichung City,sale,2014,8,2014-08,2847,50608,53361
city,b,Taichung City,sale,2014,9,2014-09,3080,50802,53566
city,b,Taichung City,sale,2014,10,2014-10,3310,50393,53135
city,b,Taichung City,sale,2014,11,2014-11,3764,51070,53849
city,b,Taichung City,sale,2014,12,2014-12,3825,51680,54492
city,b,Taichung City,sale,2015,1,2015-01,2990,51200,54151
city,b,Taichung City,sale,2015,2,2015-02,1604,53408,56487
city,b,Taichung City,sale,2015,3,2015-03,2728,53962,57072
city,b,Taichung City,sale,2015,4,2015-04,2832,51850,54839
city,b,Taichung City,sale,2015,5,2015-05,2724,53600,56690
city,b,Taichung City,sale,2015,6,2015-06,2582,52217,55227
city,b,Taichung City,sale,2015,7,2015-07,2560,51230,54183
city,b,Taichung City,sale,2015,8,2015-08,2176,53529,56614
city,b,Taichung City,sale,2015,9,2015-09,1842,52732,55772
city,b,Taichung City,sale,2015,10,2015-10,2263,50238,53134
city,b,Taichung City,sale,2015,11,2015-11,3154,53860,56965
